gpu_model,gpu_capacity_num,cpu_num,node_name
A10,1,128,1133
GPU-series-1,1,192,1134
A10,1,128,1135
A10,1,128,1136
A10,1,128,1137
H800,8,192,1138
A10,1,128,1139
A10,1,128,1140
A10,1,128,1141
A10,1,128,1142
A10,1,128,1143
A10,1,128,1144
H800,8,192,1145
GPU-series-1,1,192,1146
A10,1,128,1147
A10,1,128,1148
A10,1,128,1149
A100-SXM4-80GB,8,128,1150
A100-SXM4-80GB,8,128,1151
H800,8,192,1152
A10,1,128,1153
A10,1,128,1154
A10,1,128,1155
A10,1,128,1156
A10,1,128,1157
A10,1,128,1158
A10,1,128,1159
GPU-series-1,1,192,1160
A10,1,128,1161
A10,1,128,1162
A10,1,128,1163
A10,1,128,1164
A10,1,128,1165
GPU-series-1,1,192,1166
A100-SXM4-80GB,8,128,1167
A10,1,128,1168
A10,1,128,1169
A10,1,128,1170
A10,1,128,1171
A10,1,128,1172
A10,1,128,1173
GPU-series-2,8,192,1174
GPU-series-1,1,192,1175
A100-SXM4-80GB,8,128,1176
GPU-series-1,1,192,1177
A10,1,128,1178
A10,1,128,1179
GPU-series-1,1,192,1180
A10,1,128,1181
A10,1,128,1182
GPU-series-1,1,192,1183
A100-SXM4-80GB,8,128,1184
A10,1,128,1185
A10,1,128,1186
GPU-series-1,1,192,1187
A100-SXM4-80GB,8,128,1188
A10,1,128,1189
GPU-series-1,8,192,1190
A10,1,128,1191
A100-SXM4-80GB,8,128,1192
A10,1,128,1193
GPU-series-1,8,192,1194
A10,1,128,1196
A100-SXM4-80GB,8,128,1197
A10,1,128,1198
A10,1,128,1199
GPU-series-1,1,192,1200
A10,1,128,1201
A10,1,128,1202
A10,1,128,1203
A10,1,128,1204
A10,1,128,1205
GPU-series-2,8,192,1206
A10,1,128,1207
GPU-series-1,1,192,1208
A10,1,128,1209
A10,1,128,1210
A10,1,128,1211
A10,1,128,1212
A10,1,128,1213
A100-SXM4-80GB,8,128,1214
GPU-series-1,1,192,1215
A10,1,128,1216
H800,8,192,1217
A10,1,128,1218
A100-SXM4-80GB,8,128,1219
A10,1,128,1220
GPU-series-1,1,192,1221
A10,1,128,1222
A100-SXM4-80GB,8,128,1223
A10,1,128,1224
A10,1,128,1225
A10,1,128,1226
A10,1,128,1227
A10,1,128,1228
A10,1,128,1229
A10,1,128,1230
A10,1,128,1231
A10,1,128,1232
A100-SXM4-80GB,8,128,1233
A10,1,128,1234
A100-SXM4-80GB,8,128,1235
A10,1,128,1236
A10,1,128,1237
GPU-series-1,1,192,1238
A10,1,128,1239
GPU-series-1,1,192,1240
GPU-series-1,1,192,1241
A10,1,128,1242
A10,1,128,1243
A10,1,128,1244
GPU-series-2,8,192,1245
GPU-series-1,1,192,1246
GPU-series-1,1,192,1247
GPU-series-1,1,192,1248
GPU-series-1,1,192,1249
GPU-series-1,8,192,1250
GPU-series-1,1,192,1251
A10,1,128,1252
GPU-series-1,1,192,1253
GPU-series-1,1,192,1254
A10,1,128,1255
GPU-series-1,1,192,1256
A10,1,128,1257
A10,1,128,1258
A10,1,128,1259
A10,1,128,1260
A10,1,128,1261
A10,1,128,1262
A10,1,128,1263
A10,1,128,1264
A10,1,128,1265
GPU-series-1,1,192,1266
H800,8,192,1267
A10,1,128,1268
A10,1,128,1269
A10,1,128,1270
A100-SXM4-80GB,8,128,1271
GPU-series-1,1,192,1272
A10,1,128,1273
H800,8,192,1274
A10,1,128,1275
A10,1,128,1276
A10,1,128,1277
A100-SXM4-80GB,8,128,1278
H800,8,192,1279
A10,1,128,1280
A10,1,128,1281
A10,1,128,1282
A10,1,128,1283
GPU-series-1,1,192,1284
A10,1,128,1285
H800,8,192,1286
A10,1,128,1287
GPU-series-1,8,192,1288
GPU-series-1,1,192,1289
A10,1,128,1290
H800,8,192,1291
GPU-series-1,1,192,1292
GPU-series-1,1,192,1293
GPU-series-1,1,192,1294
A10,1,128,1295
GPU-series-1,8,192,1296
GPU-series-1,1,192,1297
A10,1,128,1298
A10,1,128,1299
GPU-series-1,1,192,1300
A10,1,128,1301
GPU-series-1,1,192,1302
GPU-series-1,1,192,1303
GPU-series-1,1,192,1304
GPU-series-1,1,192,1305
A10,1,128,1306
A10,1,128,1307
GPU-series-1,1,192,1308
A100-SXM4-80GB,8,128,1309
GPU-series-1,1,192,1310
A10,1,128,1311
A10,1,128,1312
A100-SXM4-80GB,8,128,1313
A10,1,128,1314
A100-SXM4-80GB,8,128,1315
A10,1,128,1316
GPU-series-1,1,192,1317
GPU-series-1,1,192,1318
A10,1,128,1319
A10,1,128,1320
H800,8,192,1321
A100-SXM4-80GB,8,128,1322
A10,1,128,1323
A10,1,128,1324
A10,1,128,1325
A10,1,128,1326
GPU-series-1,1,192,1327
A10,1,128,1328
GPU-series-1,1,192,1329
GPU-series-1,1,192,1330
A10,1,128,1331
A10,1,128,1332
GPU-series-1,1,192,1333
A10,1,128,1334
GPU-series-2,8,192,1335
A10,1,128,1336
A10,1,128,1337
GPU-series-1,1,192,1338
GPU-series-1,1,192,1339
A10,1,128,1340
A10,1,128,1341
A10,1,128,1342
A10,1,128,1343
A10,1,128,1344
GPU-series-1,1,192,1345
A10,1,128,1346
GPU-series-1,1,192,1347
A10,1,128,1348
A10,1,128,1349
GPU-series-1,1,192,1350
A10,1,128,1351
A10,1,128,1352
A10,1,128,1353
A10,1,128,1354
A100-SXM4-80GB,8,128,1355
GPU-series-1,1,192,1356
A10,1,128,1357
A10,1,128,1358
A100-SXM4-80GB,8,128,1359
A10,1,128,1360
A10,1,128,1361
A10,1,128,1362
A10,1,128,1363
A10,1,128,1364
A10,1,128,1366
A10,1,128,1367
GPU-series-2,8,192,1368
GPU-series-1,8,192,1369
A10,1,128,1370
A100-SXM4-80GB,8,128,1371
A10,1,128,1372
A10,1,128,1373
GPU-series-1,1,192,1374
A10,1,128,1375
GPU-series-1,1,192,1376
GPU-series-1,1,192,1377
A10,1,128,1378
GPU-series-2,8,192,1379
A10,1,128,1380
A10,1,128,1381
A10,1,128,1382
A10,1,128,1383
GPU-series-1,1,192,1384
A10,1,128,1385
GPU-series-1,1,192,1386
A10,1,128,1387
A10,1,128,1388
A10,1,128,1389
A10,1,128,1390
GPU-series-1,8,192,1391
GPU-series-1,1,192,1392
GPU-series-1,1,192,1393
A100-SXM4-80GB,8,128,1394
GPU-series-1,1,192,1395
A10,1,128,1396
A10,1,128,1397
A100-SXM4-80GB,8,128,1398
A10,1,128,1399
A10,1,128,1400
A10,1,128,1401
A10,1,128,1402
A10,1,128,1403
H800,8,192,1404
A100-SXM4-80GB,8,128,1405
GPU-series-1,1,192,1406
A10,1,128,1407
A10,1,128,1408
A10,1,128,1409
GPU-series-1,1,192,1410
A10,1,128,1411
GPU-series-1,1,192,1412
A10,1,128,1413
A10,1,128,1414
A10,1,128,1415
A10,1,128,1416
H800,8,192,1417
A10,1,128,1418
A10,1,128,1419
A10,1,128,1420
H800,8,192,1421
GPU-series-1,1,192,1422
A10,1,128,1423
H800,8,192,1424
A10,1,128,1425
A10,1,128,1426
A10,1,128,1427
A10,1,128,1428
GPU-series-2,8,192,1429
GPU-series-2,8,192,1430
A10,1,128,1431
GPU-series-1,1,192,1432
A100-SXM4-80GB,8,128,1433
A10,1,128,1434
A10,1,128,1435
H800,8,192,1436
A100-SXM4-80GB,8,128,1437
A10,1,128,1438
A10,1,128,1439
A100-SXM4-80GB,8,128,1440
GPU-series-1,1,192,1441
GPU-series-1,1,192,1442
A10,1,128,1443
A10,1,128,1444
GPU-series-1,8,192,1445
A10,1,128,1446
A10,1,128,1447
A10,1,128,1448
A10,1,128,1449
A10,1,128,1450
A10,1,128,1451
GPU-series-1,1,192,1452
A100-SXM4-80GB,8,128,1453
A10,1,128,1454
A10,1,128,1455
A10,1,128,1456
A10,1,128,1457
GPU-series-1,1,192,1458
A10,1,128,1459
GPU-series-1,1,192,1460
A10,1,128,1461
A100-SXM4-80GB,8,128,1462
GPU-series-2,8,192,1463
A10,1,128,1464
A10,1,128,1465
A10,1,128,1466
GPU-series-1,1,192,1467
A10,1,128,1468
A100-SXM4-80GB,8,128,1469
A10,1,128,1470
A10,1,128,1471
GPU-series-1,1,192,1472
GPU-series-2,8,192,1473
A10,1,128,1474
A100-SXM4-80GB,8,128,1475
GPU-series-1,1,192,1476
A10,1,128,1477
A10,1,128,1478
GPU-series-1,1,192,1479
GPU-series-1,1,192,1480
A10,1,128,1481
GPU-series-1,1,192,1482
A10,1,128,1483
GPU-series-1,1,192,1484
A10,1,128,1485
A10,1,128,1486
GPU-series-1,1,192,1487
GPU-series-1,1,192,1488
A10,1,128,1489
GPU-series-1,1,192,1490
GPU-series-1,1,192,1491
A10,1,128,1492
A10,1,128,1493
A10,1,128,1495
A10,1,128,1496
GPU-series-1,1,192,1497
A100-SXM4-80GB,8,128,1498
GPU-series-1,1,192,1499
GPU-series-2,8,192,1500
GPU-series-1,1,192,1501
GPU-series-1,1,192,1502
A10,1,128,1503
A10,1,128,1504
A10,1,128,1505
GPU-series-2,8,192,1506
A10,1,128,1507
A10,1,128,1508
A10,1,128,1509
GPU-series-1,1,192,1510
A10,1,128,1511
A10,1,128,1512
A10,1,128,1513
A10,1,128,1514
A10,1,128,1515
GPU-series-1,1,192,1516
A10,1,128,1517
A10,1,128,1518
A10,1,128,1519
A100-SXM4-80GB,8,128,1520
A10,1,128,1521
A10,1,128,1522
A10,1,128,1523
A10,1,128,1524
GPU-series-1,1,192,1525
GPU-series-1,1,192,1526
GPU-series-1,1,192,1527
A10,1,128,1528
GPU-series-1,1,192,1529
A10,1,128,1530
GPU-series-1,1,192,1531
A10,1,128,1532
GPU-series-1,1,192,1533
H800,8,192,1534
A10,1,128,1535
H800,8,192,1536
GPU-series-2,8,192,1537
GPU-series-1,1,192,1538
A100-SXM4-80GB,8,128,1539
H800,8,192,1540
H800,8,192,1541
A10,1,128,1542
A10,1,128,1543
A10,1,128,1544
GPU-series-1,1,192,1545
A10,1,128,1546
A10,1,128,1547
A10,1,128,1548
GPU-series-1,1,192,1549
A10,1,128,1550
A10,1,128,1551
A10,1,128,1552
A100-SXM4-80GB,8,128,1554
A10,1,128,1555
A10,1,128,1556
A100-SXM4-80GB,8,128,1557
A10,1,128,1558
A10,1,128,1559
A10,1,128,1560
A10,1,128,1561
GPU-series-1,1,192,1562
A10,1,128,1563
A10,1,128,1564
A10,1,128,1565
A10,1,128,1566
A10,1,128,1567
GPU-series-1,1,192,1568
A10,1,128,1569
A10,1,128,1570
A10,1,128,1571
GPU-series-2,8,192,1572
A100-SXM4-80GB,8,128,1573
GPU-series-1,1,192,1574
A10,1,128,1575
A10,1,128,1576
A10,1,128,1577
A10,1,128,1578
A10,1,128,1579
H800,8,192,1580
H800,8,192,1581
A10,1,128,1582
A10,1,128,1583
A10,1,128,1584
A10,1,128,1585
H800,8,192,1586
A10,1,128,1587
A10,1,128,1588
A10,1,128,1589
GPU-series-1,1,192,1590
GPU-series-1,1,192,1591
A10,1,128,1592
GPU-series-1,1,192,1593
A10,1,128,1594
A10,1,128,1595
A10,1,128,1596
GPU-series-1,1,192,1597
A10,1,128,1598
A100-SXM4-80GB,8,128,1599
A10,1,128,1600
GPU-series-1,1,192,1602
A10,1,128,1603
A10,1,128,1604
A10,1,128,1605
A10,1,128,1606
A10,1,128,1607
A10,1,128,1608
A10,1,128,1609
GPU-series-1,1,192,1610
GPU-series-2,8,192,1611
A10,1,128,1612
A10,1,128,1613
GPU-series-1,8,192,1614
A10,1,128,1615
A10,1,128,1616
A10,1,128,1617
A10,1,128,1618
GPU-series-1,1,192,1619
A100-SXM4-80GB,8,128,1620
GPU-series-1,1,192,1621
GPU-series-1,1,192,1622
A10,1,128,1623
A100-SXM4-80GB,8,128,1624
A10,1,128,1625
GPU-series-2,8,192,1626
GPU-series-1,1,192,1627
A10,1,128,1628
GPU-series-1,1,192,1629
A10,1,128,1630
GPU-series-1,1,192,1631
H800,8,192,1632
A10,1,128,1633
GPU-series-1,1,192,1634
A10,1,128,1635
A10,1,128,1636
GPU-series-1,1,192,1637
A10,1,128,1638
A100-SXM4-80GB,8,128,1639
GPU-series-2,8,192,1640
A10,1,128,1641
A10,1,128,1642
A10,1,128,1643
A10,1,128,1644
H800,8,192,1645
A100-SXM4-80GB,8,128,1646
GPU-series-1,1,192,1647
H800,8,192,1648
A10,1,128,1649
A10,1,128,1650
H800,8,192,1651
A100-SXM4-80GB,8,128,1652
A10,1,128,1653
GPU-series-1,1,192,1654
A100-SXM4-80GB,8,128,1655
GPU-series-1,1,192,1656
A10,1,128,1657
GPU-series-1,1,192,1658
A10,1,128,1659
A10,1,128,1660
A10,1,128,1661
A10,1,128,1662
A10,1,128,1663
A100-SXM4-80GB,8,128,1664
GPU-series-1,1,192,1665
A10,1,128,1666
A10,1,128,1667
A10,1,128,1668
A10,1,128,1669
GPU-series-1,1,192,1670
H800,8,192,1671
A10,1,128,1672
A10,1,128,1673
A10,1,128,1674
GPU-series-1,1,192,1675
A10,1,128,1676
GPU-series-1,1,192,1677
A10,1,128,1678
A10,1,128,1679
A10,1,128,1680
H800,8,192,1681
A10,1,128,1682
A10,1,128,1683
A10,1,128,1684
A10,1,128,1685
A10,1,128,1686
A10,1,128,1687
A10,1,128,1688
A10,1,128,1689
A10,1,128,1690
A10,1,128,1691
GPU-series-1,1,192,1692
A10,1,128,1693
A10,1,128,1694
GPU-series-1,1,192,1695
A10,1,128,1696
A10,1,128,1697
A100-SXM4-80GB,8,128,1698
GPU-series-1,1,192,1699
A10,1,128,1700
A100-SXM4-80GB,8,128,1701
A10,1,128,1702
A10,1,128,1703
A10,1,128,1704
A10,1,128,1705
A10,1,128,1706
GPU-series-1,1,192,1707
GPU-series-1,1,192,1708
A10,1,128,1709
A10,1,128,1710
A100-SXM4-80GB,8,128,1711
A10,1,128,1712
A10,1,128,1713
A10,1,128,1714
GPU-series-1,1,192,1715
A10,1,128,1716
A10,1,128,1718
A10,1,128,1719
A10,1,128,1720
A10,1,128,1721
A10,1,128,1722
H800,8,192,1723
A10,1,128,1724
GPU-series-1,1,192,1725
A10,1,128,1726
A10,1,128,1727
A10,1,128,1728
GPU-series-1,1,192,1729
A10,1,128,1730
H800,8,192,1731
A10,1,128,1732
GPU-series-1,1,192,1733
A100-SXM4-80GB,8,128,1734
A10,1,128,1735
GPU-series-1,1,192,1736
A10,1,128,1737
A10,1,128,1738
A10,1,128,1739
GPU-series-1,1,192,1740
A100-SXM4-80GB,8,128,1741
A10,1,128,1742
A10,1,128,1743
A10,1,128,1744
A10,1,128,1745
A10,1,128,1746
A10,1,128,1747
A10,1,128,1748
A10,1,128,1749
A10,1,128,1750
A10,1,128,1751
A10,1,128,1752
GPU-series-1,1,192,1753
A100-SXM4-80GB,8,128,1754
A10,1,128,1755
A10,1,128,1756
A100-SXM4-80GB,8,128,1757
A10,1,128,1758
GPU-series-1,1,192,1760
A10,1,128,1761
GPU-series-2,8,192,1762
H800,8,192,1763
A100-SXM4-80GB,8,128,1764
A10,1,128,1765
A10,1,128,1766
A10,1,128,1767
A10,1,128,1768
A100-SXM4-80GB,8,128,1769
GPU-series-1,1,192,1770
GPU-series-2,8,192,1771
A10,1,128,1772
A10,1,128,1773
GPU-series-1,1,192,1774
A100-SXM4-80GB,8,128,1775
GPU-series-1,1,192,1776
A100-SXM4-80GB,8,128,1777
A10,1,128,1778
GPU-series-1,1,192,1779
A10,1,128,1780
A10,1,128,1781
A10,1,128,1782
A10,1,128,1783
GPU-series-2,8,192,1784
A10,1,128,1785
A100-SXM4-80GB,8,128,1786
GPU-series-1,1,192,1787
GPU-series-1,1,192,1788
GPU-series-1,8,192,1789
A100-SXM4-80GB,8,128,1790
GPU-series-1,1,192,1791
A10,1,128,1792
A10,1,128,1793
A10,1,128,1794
A10,1,128,1795
A10,1,128,1796
GPU-series-1,1,192,1797
A10,1,128,1798
A100-SXM4-80GB,8,128,1799
A10,1,128,1800
A10,1,128,1801
GPU-series-1,1,192,1802
A100-SXM4-80GB,8,128,1803
A10,1,128,1804
H800,8,192,1805
GPU-series-1,1,192,1806
A10,1,128,1807
A10,1,128,1808
A10,1,128,1809
A10,1,128,1810
A10,1,128,1811
A10,1,128,1812
A100-SXM4-80GB,8,128,1813
A10,1,128,1814
A10,1,128,1815
A10,1,128,1816
GPU-series-1,1,192,1817
GPU-series-1,1,192,1818
A10,1,128,1819
A10,1,128,1820
A10,1,128,1821
A10,1,128,1822
A10,1,128,1823
A10,1,128,1824
A10,1,128,1825
A10,1,128,1826
A10,1,128,1827
A800-SXM4-80GB,8,128,1828
A10,1,128,1829
H800,8,192,1830
A10,1,128,1831
GPU-series-1,1,192,1832
A10,1,128,1833
A10,1,128,1834
GPU-series-1,1,192,1835
A100-SXM4-80GB,8,128,1836
A100-SXM4-80GB,8,128,1837
A10,1,128,1838
A10,1,128,1839
GPU-series-1,1,192,1840
A10,1,128,1841
A10,1,128,1842
H800,8,192,1843
GPU-series-1,1,192,1844
A10,1,128,1845
A10,1,128,1846
GPU-series-1,1,192,1847
GPU-series-1,1,192,1848
GPU-series-1,1,192,1849
GPU-series-1,1,192,1850
A10,1,128,1851
GPU-series-1,1,192,1852
GPU-series-1,1,192,1853
A10,1,128,1854
A100-SXM4-80GB,8,128,1855
A100-SXM4-80GB,8,128,1856
A10,1,128,1857
A10,1,128,1858
A100-SXM4-80GB,8,128,1859
GPU-series-1,1,192,1860
A800-SXM4-80GB,8,128,1861
A10,1,128,1863
A10,1,128,1864
A10,1,128,1865
A10,1,128,1866
GPU-series-1,1,192,1867
A10,1,128,1868
A100-SXM4-80GB,8,128,1869
GPU-series-1,8,192,1870
A100-SXM4-80GB,8,128,1871
A10,1,128,1872
A100-SXM4-80GB,8,128,1873
GPU-series-1,1,192,1874
GPU-series-1,1,192,1875
A100-SXM4-80GB,8,128,1876
GPU-series-1,1,192,1877
A10,1,128,1878
A100-SXM4-80GB,8,128,1879
H800,8,192,1880
A10,1,128,1881
A10,1,128,1882
A10,1,128,1883
A100-SXM4-80GB,8,128,1884
GPU-series-1,1,192,1886
A10,1,128,1887
A100-SXM4-80GB,8,128,1888
A10,1,128,1889
A10,1,128,1890
A10,1,128,1891
GPU-series-1,1,192,1892
GPU-series-2,8,192,1893
A10,1,128,1894
A10,1,128,1895
A10,1,128,1896
A10,1,128,1897
A100-SXM4-80GB,8,128,1898
A10,1,128,1899
A10,1,128,1900
A10,1,128,1901
A10,1,128,1902
A100-SXM4-80GB,8,128,1903
GPU-series-1,1,192,1904
A10,1,128,1905
A100-SXM4-80GB,8,128,1906
A10,1,128,1907
A100-SXM4-80GB,8,128,1908
GPU-series-1,1,192,1909
GPU-series-1,1,192,1910
A100-SXM4-80GB,8,128,1911
GPU-series-1,1,192,1914
GPU-series-1,1,192,1915
H800,8,192,1916
A10,1,128,1917
A10,1,128,1918
A100-SXM4-80GB,8,128,1919
A10,1,128,1920
A10,1,128,1921
H800,8,192,1922
A10,1,128,1923
A10,1,128,1924
GPU-series-1,1,192,1926
A10,1,128,1927
GPU-series-1,1,192,1928
A10,1,128,1929
A10,1,128,1930
A10,1,128,1931
A10,1,128,1932
A10,1,128,1933
A10,1,128,1934
A10,1,128,1935
H800,8,192,1936
A10,1,128,1937
A10,1,128,1938
GPU-series-2,8,192,1939
A10,1,128,1940
A10,1,128,1941
GPU-series-1,8,192,1942
A10,1,128,1943
GPU-series-1,1,192,1944
GPU-series-1,1,192,1945
A10,1,128,1946
H800,8,192,1947
A100-SXM4-80GB,8,128,1948
A10,1,128,1949
A10,1,128,1950
H800,8,192,1951
A10,1,128,1952
H800,8,192,1953
A10,1,128,1954
A10,1,128,1955
H800,8,192,1956
GPU-series-1,1,192,1957
A10,1,128,1958
A100-SXM4-80GB,8,128,1959
A10,1,128,1960
A10,1,128,1961
H800,8,192,1962
A10,1,128,1963
A10,1,128,1964
A10,1,128,1965
GPU-series-1,1,192,1966
A10,1,128,1967
A10,1,128,1968
A100-SXM4-80GB,8,128,1969
A10,1,128,1970
A10,1,128,1971
A10,1,128,1972
A100-SXM4-80GB,8,128,1973
A10,1,128,1974
GPU-series-1,1,192,1975
GPU-series-1,1,192,1976
A10,1,128,1977
GPU-series-1,1,192,1978
H800,8,192,1979
GPU-series-1,1,192,1980
A10,1,128,1981
GPU-series-1,1,192,1982
A10,1,128,1983
GPU-series-1,1,192,1985
A10,1,128,1986
GPU-series-1,8,192,1987
H800,8,192,1988
A10,1,128,1989
A100-SXM4-80GB,8,128,1990
GPU-series-1,1,192,1991
A10,1,128,1992
A10,1,128,1993
GPU-series-1,1,192,1994
GPU-series-1,8,192,1995
GPU-series-1,1,192,1996
A10,1,128,1997
GPU-series-1,1,192,1998
A10,1,128,1999
A10,1,128,2000
A100-SXM4-80GB,8,128,2001
GPU-series-1,1,192,2002
A100-SXM4-80GB,8,128,2003
GPU-series-1,1,192,2004
GPU-series-1,1,192,2005
A10,1,128,2006
A10,1,128,2007
GPU-series-1,1,192,2008
GPU-series-1,1,192,2009
A10,1,128,2010
A10,1,128,2011
A10,1,128,2012
GPU-series-1,1,192,2013
A10,1,128,2014
GPU-series-1,1,192,2015
A10,1,128,2016
A10,1,128,2017
A10,1,128,2018
A10,1,128,2019
A10,1,128,2020
GPU-series-1,1,192,2021
A10,1,128,2022
A100-SXM4-80GB,8,128,2023
GPU-series-1,1,192,2024
GPU-series-2,8,192,2025
A10,1,128,2026
A10,1,128,2027
GPU-series-1,1,192,2028
A10,1,128,2029
A100-SXM4-80GB,8,128,2030
A10,1,128,2031
A10,1,128,2032
GPU-series-1,1,192,2033
A10,1,128,2034
A10,1,128,2035
GPU-series-1,1,192,2036
A10,1,128,2037
A100-SXM4-80GB,8,128,2038
H800,8,192,2039
A10,1,128,2040
A10,1,128,2041
A10,1,128,2042
A10,1,128,2043
A10,1,128,2044
A10,1,128,2045
A10,1,128,2046
A10,1,128,2047
GPU-series-1,8,192,2048
A10,1,128,2049
GPU-series-1,1,192,2050
A10,1,128,2051
A10,1,128,2052
A10,1,128,2053
GPU-series-2,8,192,2054
GPU-series-1,1,192,2055
A10,1,128,2056
GPU-series-1,1,192,2057
GPU-series-1,8,192,2058
GPU-series-1,1,192,2059
A100-SXM4-80GB,8,128,2060
A10,1,128,2061
A10,1,128,2062
GPU-series-1,1,192,2063
A10,1,128,2064
GPU-series-1,1,192,2065
A10,1,128,2066
A10,1,128,2067
A10,1,128,2068
A10,1,128,2069
A10,1,128,2070
H800,8,192,2071
A10,1,128,2072
GPU-series-1,1,192,2073
GPU-series-1,1,192,2074
GPU-series-1,1,192,2075
A10,1,128,2076
A10,1,128,2077
A10,1,128,2078
A10,1,128,2079
A10,1,128,2080
A10,1,128,2081
A100-SXM4-80GB,8,128,2082
A10,1,128,2083
A10,1,128,2084
GPU-series-1,1,192,2085
GPU-series-1,1,192,2086
GPU-series-1,1,192,2087
A10,1,128,2088
GPU-series-1,1,192,2089
A10,1,128,2090
A10,1,128,2091
A100-SXM4-80GB,8,128,2092
H800,8,192,2093
GPU-series-1,1,192,2094
A10,1,128,2095
A10,1,128,2096
A10,1,128,2097
A10,1,128,2098
A10,1,128,2099
GPU-series-1,1,192,2100
A10,1,128,2101
A10,1,128,2102
GPU-series-1,1,192,2103
GPU-series-1,1,192,2104
A10,1,128,2105
A10,1,128,2106
A10,1,128,2107
A10,1,128,2108
A10,1,128,2109
A100-SXM4-80GB,8,128,2110
A10,1,128,2111
A10,1,128,2112
A10,1,128,2113
A10,1,128,2115
GPU-series-1,1,192,2116
A10,1,128,2117
H800,8,192,2118
A100-SXM4-80GB,8,128,2119
A10,1,128,2120
GPU-series-1,1,192,2121
A10,1,128,2122
A100-SXM4-80GB,8,128,2123
A10,1,128,2124
A10,1,128,2125
A10,1,128,2126
GPU-series-1,8,192,2127
GPU-series-2,8,192,2128
A100-SXM4-80GB,8,128,2129
A100-SXM4-80GB,8,128,2130
GPU-series-1,1,192,2131
A10,1,128,2132
A10,1,128,2133
GPU-series-1,1,192,2134
A10,1,128,2135
A10,1,128,2136
A10,1,128,2137
A10,1,128,2138
GPU-series-1,1,192,2139
GPU-series-1,1,192,2140
A10,1,126,2141
A100-SXM4-80GB,8,128,2142
A100-SXM4-80GB,8,128,2143
A10,1,128,2144
A10,1,128,2145
GPU-series-1,1,192,2146
A10,1,128,2147
GPU-series-1,1,192,2148
A10,1,128,2149
A10,1,128,2150
H800,8,192,2151
A10,1,128,2152
A10,1,128,2153
A10,1,128,2154
A10,1,128,2155
GPU-series-2,8,192,2156
A10,1,128,2157
A10,1,128,2158
A10,1,128,2160
GPU-series-1,1,192,2161
GPU-series-1,1,192,2162
A10,1,128,2163
A10,1,128,2164
A10,1,128,2165
GPU-series-1,1,192,2166
A10,1,128,2167
H800,8,192,2168
A10,1,128,2169
GPU-series-1,1,192,2170
A10,1,128,2171
A10,1,128,2172
A100-SXM4-80GB,8,128,2173
A10,1,128,2174
A800-SXM4-80GB,8,128,2175
A10,1,128,2176
A10,1,128,2177
A10,1,128,2178
A10,1,128,2179
A10,1,128,2180
A10,1,128,2181
A10,1,128,2182
A10,1,128,2183
A10,1,128,2184
GPU-series-1,8,192,2185
GPU-series-1,1,192,2186
GPU-series-2,8,192,2188
A10,1,128,2189
GPU-series-1,1,192,2190
GPU-series-1,1,192,2191
A10,1,128,2192
A10,1,128,2193
A10,1,128,2194
A10,1,128,2195
A10,1,128,2196
A10,1,128,2197
A100-SXM4-80GB,8,128,2198
GPU-series-1,1,192,2199
A10,1,128,2200
A100-SXM4-80GB,8,128,2201
GPU-series-1,1,192,2202
A10,1,128,2203
GPU-series-1,1,192,2204
A10,1,128,2205
GPU-series-2,8,192,2206
