gpu_model,gpu_capacity_num,cpu_num,node_name
GPU-series-1,1,192,2207
A10,1,128,2208
A10,1,128,2209
A10,1,128,2210
GPU-series-1,1,192,2211
GPU-series-1,1,192,2212
A100-SXM4-80GB,8,128,2213
A10,1,128,2214
A100-SXM4-80GB,8,128,2215
GPU-series-1,1,192,2216
A10,1,128,2217
A10,1,128,2218
A10,1,128,2219
A800-SXM4-80GB,8,128,2220
A10,1,128,2221
A10,1,128,2222
A10,1,128,2223
GPU-series-1,1,192,2224
A100-SXM4-80GB,8,128,2225
GPU-series-1,1,192,2226
A10,1,128,2227
A10,1,128,2228
A10,1,128,2229
H800,8,192,2230
A100-SXM4-80GB,8,128,2231
H800,8,192,2232
A10,1,128,2233
A10,1,128,2234
A10,1,128,2235
A10,1,128,2236
A10,1,128,2237
A10,1,128,2238
A10,1,128,2239
A10,1,128,2240
A10,1,128,2242
GPU-series-1,1,192,2243
A10,1,128,2244
A10,1,128,2245
A10,1,128,2246
A10,1,128,2247
A10,1,128,2248
A100-SXM4-80GB,8,128,2249
A10,1,128,2250
A10,1,128,2251
A100-SXM4-80GB,8,128,2252
GPU-series-1,1,192,2253
A10,1,128,2254
A100-SXM4-80GB,8,128,2255
H800,8,192,2256
GPU-series-1,1,192,2257
A10,1,128,2258
A10,1,128,2259
A10,1,128,2260
GPU-series-1,1,192,2261
A10,1,128,2262
A10,1,128,2263
H800,8,192,2264
A10,1,128,2265
GPU-series-1,1,192,2266
A100-SXM4-80GB,8,128,2267
A10,1,128,2268
GPU-series-2,8,192,2269
A10,1,128,2270
A10,1,128,2271
A10,1,128,2272
A10,1,128,2273
A10,1,128,2274
A10,1,128,2275
GPU-series-1,1,192,2276
A10,1,128,2277
GPU-series-1,1,192,2278
GPU-series-1,1,192,2279
A10,1,128,2280
GPU-series-1,1,192,2281
A10,1,128,2282
A10,1,128,2283
A10,1,128,2284
A10,1,128,2285
A100-SXM4-80GB,8,128,2286
A10,1,128,2287
A10,1,128,2288
A10,1,128,2289
H800,8,192,2290
A10,1,128,2291
A10,1,128,2292
GPU-series-1,1,192,2293
A10,1,128,2294
A100-SXM4-80GB,8,128,2295
A10,1,128,2296
A10,1,128,2297
A10,1,128,2298
A10,1,128,2299
A10,1,128,2300
A100-SXM4-80GB,8,128,2301
A10,1,128,2302
A10,1,128,2303
GPU-series-1,1,192,2304
A10,1,128,2305
A100-SXM4-80GB,8,128,2306
A100-SXM4-80GB,8,128,2307
A10,1,128,2308
A10,1,128,2309
GPU-series-1,1,192,2310
GPU-series-1,1,192,2311
A10,1,128,2312
A10,1,128,2313
A10,1,128,2314
A10,1,128,2315
A10,1,128,2316
GPU-series-1,1,192,2317
A10,1,128,2318
A10,1,128,2319
H800,8,192,2320
A10,1,128,2321
A10,1,128,2322
A100-SXM4-80GB,8,128,2323
GPU-series-1,1,192,2324
A10,1,128,2325
A800-SXM4-80GB,8,128,2326
A10,1,128,2327
A100-SXM4-80GB,8,128,2328
A10,1,128,2329
GPU-series-1,1,192,2330
A10,1,128,2331
A10,1,128,2332
A10,1,128,2333
A10,1,128,2334
H800,8,192,2335
GPU-series-1,1,192,2336
A10,1,128,2337
A10,1,128,2338
A10,1,128,2339
A10,1,128,2340
GPU-series-1,8,192,2341
A10,1,128,2342
A10,1,128,2343
GPU-series-1,1,192,2344
A10,1,128,2345
A10,1,128,2346
A10,1,128,2347
A10,1,128,2348
A10,1,128,2349
A10,1,128,2350
GPU-series-1,1,192,2351
GPU-series-1,8,192,2352
GPU-series-1,1,192,2353
GPU-series-1,1,192,2354
A10,1,128,2355
A100-SXM4-80GB,8,128,2356
A100-SXM4-80GB,8,128,2357
A10,1,128,2358
A10,1,128,2359
A10,1,128,2360
A10,1,128,2361
GPU-series-1,1,192,2362
A10,1,128,2363
GPU-series-1,1,192,2364
GPU-series-1,1,192,2365
A10,1,128,2366
A100-SXM4-80GB,8,128,2367
GPU-series-1,1,192,2368
A10,1,128,2369
A10,1,128,2370
A10,1,128,2371
A10,1,128,2372
A100-SXM4-80GB,8,128,2373
A100-SXM4-80GB,8,128,2374
GPU-series-1,1,192,2375
A10,1,128,2376
A10,1,128,2377
GPU-series-1,1,192,2378
A10,1,128,2379
GPU-series-1,1,192,2380
A100-SXM4-80GB,8,128,2381
A10,1,128,2382
A10,1,128,2383
A10,1,128,2384
GPU-series-2,8,192,2385
A100-SXM4-80GB,8,128,2386
A10,1,128,2387
A100-SXM4-80GB,8,128,2388
GPU-series-1,1,192,2389
A100-SXM4-80GB,8,128,2390
GPU-series-1,1,192,2391
A10,1,128,2392
GPU-series-1,1,192,2393
GPU-series-1,1,192,2394
A10,1,128,2395
H800,8,192,2396
GPU-series-1,1,192,2397
A10,1,128,2398
GPU-series-1,1,192,2399
A100-SXM4-80GB,8,128,2400
GPU-series-1,1,192,2401
A10,1,128,2402
A10,1,128,2403
A10,1,128,2404
H800,8,192,2405
A10,1,128,2406
A10,1,128,2407
A10,1,128,2408
A10,1,128,2409
A100-SXM4-80GB,8,128,2410
A10,1,128,2411
A10,1,128,2412
GPU-series-1,1,192,2413
A10,1,128,2414
A10,1,128,2415
A10,1,128,2416
GPU-series-1,1,192,2417
A10,1,128,2418
GPU-series-1,1,192,2419
A10,1,128,2420
GPU-series-1,8,192,2421
A10,1,128,2422
A10,1,128,2423
A10,1,128,2424
A10,1,128,2425
A10,1,128,2426
A10,1,128,2427
A10,1,128,2428
A10,1,128,2429
GPU-series-1,1,192,2430
GPU-series-1,1,192,2431
A10,1,128,2432
A10,1,128,2433
GPU-series-1,1,192,2434
A10,1,128,2435
A10,1,128,2436
A100-SXM4-80GB,8,128,2437
A10,1,128,2438
GPU-series-1,1,192,2439
A10,1,128,2440
H800,8,192,2441
A10,1,128,2442
A10,1,128,2443
A10,1,128,2444
GPU-series-1,1,192,2445
GPU-series-1,1,192,2446
GPU-series-2,8,192,2447
A10,1,128,2448
A10,1,128,2449
A10,1,128,2450
H800,8,192,2451
A10,1,128,2452
GPU-series-1,1,192,2453
A10,1,128,2454
GPU-series-1,1,192,2455
GPU-series-1,1,192,2456
GPU-series-1,1,192,2457
A10,1,128,2458
A10,1,128,2459
A100-SXM4-80GB,8,128,2460
A10,1,128,2461
GPU-series-2,8,192,2462
A100-SXM4-80GB,8,128,2463
GPU-series-1,1,192,2464
A10,1,128,2465
A10,1,128,2466
A10,1,128,2467
A10,1,128,2468
A10,1,128,2469
A10,1,128,2470
GPU-series-1,1,192,2471
A10,1,128,2472
GPU-series-1,1,192,2473
H800,8,192,2474
GPU-series-1,1,192,2475
A10,1,128,2476
A10,1,128,2477
GPU-series-1,1,192,2478
A10,1,128,2479
GPU-series-1,1,192,2480
A10,1,128,2481
A10,1,128,2482
A10,1,128,2483
A100-SXM4-80GB,8,128,2484
H800,8,192,2485
GPU-series-1,1,192,2486
A10,1,128,2487
A10,1,128,2488
A100-SXM4-80GB,8,128,2489
H800,8,192,2490
GPU-series-1,8,192,2491
GPU-series-1,1,192,2492
A10,1,128,2493
A10,1,128,2494
GPU-series-1,1,192,2495
A10,1,128,2496
A10,1,128,2497
A10,1,128,2498
A10,1,128,2499
A800-SXM4-80GB,8,128,2500
A10,1,128,2501
GPU-series-1,1,192,2502
A10,1,128,2503
A10,1,128,2504
A100-SXM4-80GB,8,128,2505
GPU-series-1,1,192,2506
A10,1,128,2507
A10,1,128,2508
GPU-series-1,1,192,2509
A10,1,128,2511
A100-SXM4-80GB,8,128,2512
H800,8,192,2513
A10,1,128,2514
GPU-series-1,1,192,2515
A10,1,128,2516
A10,1,128,2517
GPU-series-1,1,192,2518
A10,1,128,2519
GPU-series-2,8,192,2520
A10,1,128,2522
A10,1,128,2523
GPU-series-2,8,192,2524
A10,1,128,2525
GPU-series-1,1,192,2526
A10,1,128,2527
GPU-series-1,1,192,2528
A10,1,128,2529
A10,1,128,2530
A10,1,128,2531
GPU-series-1,1,192,2532
A10,1,128,2533
GPU-series-1,1,192,2534
A10,1,128,2535
GPU-series-1,1,192,2536
GPU-series-1,1,192,2537
A10,1,128,2538
GPU-series-2,8,192,2539
A10,1,128,2540
A100-SXM4-80GB,8,128,2541
GPU-series-1,1,192,2542
GPU-series-1,1,192,2543
A10,1,128,2544
H800,8,192,2545
GPU-series-2,8,192,2546
GPU-series-1,8,192,2547
A10,1,128,2548
A10,1,128,2549
A10,1,128,2550
H800,8,192,2551
A100-SXM4-80GB,8,128,2552
A10,1,128,2553
A10,1,128,2555
A100-SXM4-80GB,8,128,2556
A10,1,128,2557
GPU-series-1,1,192,2558
A10,1,128,2559
A10,1,128,2560
A10,1,128,2561
A10,1,128,2562
A10,1,128,2563
GPU-series-1,4,192,2564
GPU-series-1,1,192,2565
H800,8,192,2566
GPU-series-1,1,192,2567
A10,1,128,2568
GPU-series-1,8,192,2569
A10,1,128,2570
GPU-series-1,1,192,2571
A10,1,128,2572
A10,1,128,2573
A10,1,128,2574
A10,1,128,2575
A10,1,128,2576
GPU-series-1,1,192,2577
GPU-series-1,1,192,2578
A10,1,128,2579
A10,1,128,2580
A10,1,128,2581
A100-SXM4-80GB,8,128,2582
A100-SXM4-80GB,8,128,2583
A10,1,128,2584
A10,1,128,2585
A10,1,128,2586
A10,1,128,2587
A10,1,128,2588
A10,1,128,2589
A100-SXM4-80GB,8,128,2590
A100-SXM4-80GB,8,128,2591
A800-SXM4-80GB,8,128,2592
GPU-series-1,1,192,2593
A100-SXM4-80GB,8,128,2594
A10,1,128,2595
GPU-series-1,1,192,2596
A10,1,128,2597
A100-SXM4-80GB,8,128,2598
A100-SXM4-80GB,8,128,2599
A10,1,128,2600
H800,8,192,2601
A100-SXM4-80GB,8,128,2602
A10,1,128,2603
GPU-series-2,8,192,2604
A10,1,128,2605
A100-SXM4-80GB,8,128,2606
GPU-series-1,1,192,2607
A10,1,128,2608
A10,1,128,2609
A10,1,128,2610
A10,1,128,2611
GPU-series-1,1,192,2612
A10,1,128,2613
A10,1,128,2614
A10,1,128,2615
A10,1,128,2616
A100-SXM4-80GB,8,128,2617
GPU-series-2,8,192,2618
A10,1,128,2619
A10,1,128,2620
A10,1,128,2621
A10,1,128,2622
A100-SXM4-80GB,8,128,2623
A10,1,128,2624
GPU-series-1,1,192,2625
A10,1,128,2626
A10,1,128,2627
GPU-series-1,1,192,2628
A10,1,128,2629
A10,1,128,2630
A10,1,128,2631
GPU-series-1,1,192,2632
A10,1,128,2633
A10,1,128,2634
A10,1,128,2635
H800,8,192,2636
GPU-series-1,1,192,2637
A10,1,128,2638
A10,1,128,2639
A10,1,128,2640
GPU-series-2,8,192,2641
A10,1,128,2642
A10,1,128,2643
A10,1,128,2644
GPU-series-1,1,192,2645
A10,1,128,2646
GPU-series-1,1,192,2647
GPU-series-1,1,192,2648
GPU-series-1,1,192,2649
GPU-series-1,1,192,2650
A10,1,128,2651
A10,1,128,2652
GPU-series-1,1,192,2654
A10,1,128,2655
A10,1,128,2656
A10,1,128,2657
A10,1,128,2658
A10,1,128,2659
A10,1,128,2660
A10,1,128,2661
A10,1,128,2662
GPU-series-2,8,192,2663
A10,1,128,2664
A100-SXM4-80GB,8,128,2665
GPU-series-1,1,192,2666
A10,1,128,2667
A10,1,128,2668
GPU-series-1,1,192,2669
A10,1,128,2670
A100-SXM4-80GB,8,128,2671
GPU-series-1,1,192,2672
GPU-series-1,1,192,2673
A10,1,128,2674
A100-SXM4-80GB,8,128,2675
A10,1,128,2676
A10,1,128,2677
GPU-series-1,1,192,2678
A10,1,128,2679
A10,1,128,2680
A10,1,128,2681
GPU-series-1,1,192,2682
A100-SXM4-80GB,8,128,2683
GPU-series-1,1,192,2684
GPU-series-1,1,192,2685
A10,1,128,2686
A100-SXM4-80GB,8,128,2687
A10,1,128,2688
A10,1,128,2689
A10,1,128,2690
A100-SXM4-80GB,8,128,2691
A10,1,128,2692
A100-SXM4-80GB,8,128,2693
A10,1,128,2694
A100-SXM4-80GB,8,128,2695
A10,1,128,2696
GPU-series-1,1,192,2697
A10,1,128,2698
A10,1,128,2699
A10,1,128,2700
A10,1,128,2701
A10,1,128,2702
A100-SXM4-80GB,8,128,2703
A10,1,128,2704
A10,1,128,2705
GPU-series-1,1,192,2706
A10,1,128,2707
GPU-series-1,8,192,2708
A10,1,128,2709
A10,1,128,2710
GPU-series-1,1,192,2711
GPU-series-1,1,192,2712
A100-SXM4-80GB,8,128,2713
GPU-series-1,1,192,2714
A10,1,128,2715
H800,8,192,2716
GPU-series-1,1,192,2717
A10,1,128,2718
A10,1,128,2719
A10,1,128,2720
A100-SXM4-80GB,8,128,2721
GPU-series-1,1,192,2722
A10,1,128,2723
A10,1,128,2724
GPU-series-1,4,192,2725
A10,1,128,2726
A10,1,128,2727
A100-SXM4-80GB,8,128,2728
GPU-series-1,1,192,2729
A10,1,128,2730
A10,1,128,2732
GPU-series-1,1,192,2733
A10,1,128,2734
A10,1,128,2735
A100-SXM4-80GB,8,128,2736
A10,1,128,2737
A10,1,128,2738
A10,1,128,2739
A10,1,128,2740
A100-SXM4-80GB,8,128,2741
A10,1,128,2742
GPU-series-1,1,192,2743
A10,1,128,2744
A10,1,128,2745
A10,1,128,2746
GPU-series-1,1,192,2747
A100-SXM4-80GB,8,128,2748
GPU-series-1,1,192,2749
A10,1,128,2750
GPU-series-1,1,192,2751
GPU-series-1,1,192,2752
GPU-series-2,8,192,2753
A10,1,128,2754
A10,1,128,2755
H800,8,192,2756
A10,1,128,2757
A10,1,128,2758
A10,1,128,2759
A10,1,128,2760
A10,1,128,2761
GPU-series-1,1,192,2762
A10,1,128,2763
GPU-series-1,1,192,2764
GPU-series-1,1,192,2765
A10,1,128,2766
A10,1,128,2767
A100-SXM4-80GB,8,128,2768
A10,1,128,2769
A10,1,128,2770
A10,1,128,2771
H800,8,192,2772
A10,1,128,2773
A10,1,128,2774
A10,1,128,2775
A10,1,128,2776
A100-SXM4-80GB,8,128,2777
GPU-series-1,1,192,2778
GPU-series-1,1,192,2779
A10,1,128,2780
H800,8,192,2781
A10,1,128,2782
GPU-series-1,1,192,2783
GPU-series-1,4,192,2784
A10,1,128,2785
GPU-series-1,1,192,2786
A100-SXM4-80GB,8,128,2787
GPU-series-1,1,192,2788
H800,8,192,2789
A10,1,128,2790
A10,1,128,2791
A10,1,128,2792
A10,1,128,2793
A10,1,128,2794
A100-SXM4-80GB,8,128,2795
A10,1,128,2796
A10,1,128,2797
A10,1,128,2798
A10,1,128,2799
A10,1,128,2800
A100-SXM4-80GB,8,128,2801
A10,1,128,2802
A100-SXM4-80GB,8,128,2803
A10,1,128,2804
A10,1,128,2805
A10,1,128,2806
GPU-series-1,1,192,2807
A10,1,128,2808
A10,1,128,2809
A100-SXM4-80GB,8,128,2810
A100-SXM4-80GB,8,128,2811
A10,1,128,2812
GPU-series-1,1,192,2813
A10,1,128,2814
A10,1,128,2815
A10,1,128,2816
A100-SXM4-80GB,8,128,2817
A10,1,128,2818
H800,8,192,2819
A10,1,128,2820
A100-SXM4-80GB,8,128,2821
GPU-series-1,1,192,2822
GPU-series-1,1,192,2823
A10,1,128,2824
A10,1,128,2825
A10,1,128,2826
GPU-series-1,8,192,2827
A10,1,128,2828
A10,1,128,2829
A10,1,128,2830
A10,1,128,2831
A10,1,128,2832
A800-SXM4-80GB,8,128,2833
GPU-series-1,1,192,2834
A100-SXM4-80GB,8,128,2835
GPU-series-1,8,192,2836
A10,1,128,2837
A10,1,128,2838
A10,1,128,2839
H800,8,192,2840
A10,1,128,2841
A10,1,128,2843
GPU-series-1,1,192,2844
H800,8,192,2845
A10,1,128,2846
A10,1,128,2847
A100-SXM4-80GB,8,128,2848
A10,1,128,2849
A10,1,128,2850
A10,1,128,2851
A10,1,128,2852
H800,8,192,2853
A10,1,128,2854
GPU-series-1,1,192,2855
A10,1,128,2856
A10,1,128,2857
A10,1,128,2858
GPU-series-1,1,192,2859
A10,1,128,2860
GPU-series-1,1,192,2861
GPU-series-2,8,192,2862
A10,1,128,2863
H800,8,192,2864
A10,1,128,2865
GPU-series-1,1,192,2866
A10,1,128,2867
A10,1,128,2868
GPU-series-1,1,192,2869
A10,1,128,2870
A100-SXM4-80GB,8,128,2871
GPU-series-1,1,192,2872
A100-SXM4-80GB,8,128,2873
A800-SXM4-80GB,8,128,2874
GPU-series-1,8,192,2875
A100-SXM4-80GB,8,128,2876
A10,1,128,2877
GPU-series-1,1,192,2878
A10,1,128,2879
A10,1,128,2880
A10,1,128,2881
A10,1,128,2882
A10,1,128,2883
A10,1,128,2884
A100-SXM4-80GB,8,128,2885
A100-SXM4-80GB,8,128,2886
H800,8,192,2887
A10,1,128,2888
GPU-series-1,1,192,2889
H800,8,192,2890
A10,1,128,2891
GPU-series-1,1,192,2892
H800,8,192,2893
A10,1,128,2894
A10,1,128,2895
GPU-series-2,8,192,2896
A10,1,128,2897
A10,1,128,2898
A100-SXM4-80GB,8,128,2899
H800,8,192,2900
A10,1,128,2901
GPU-series-1,1,192,2902
A100-SXM4-80GB,8,128,2903
A10,1,128,2904
A10,1,128,2905
A100-SXM4-80GB,8,128,2906
A10,1,128,2907
GPU-series-1,1,192,2908
GPU-series-1,1,192,2909
A10,1,128,2910
GPU-series-1,1,192,2911
A100-SXM4-80GB,8,128,2912
A10,1,128,2913
A10,1,128,2914
A10,1,128,2915
A10,1,128,2916
GPU-series-1,1,192,2917
A100-SXM4-80GB,8,128,2918
GPU-series-1,8,192,2919
A10,1,128,2920
A10,1,128,2921
A10,1,128,2923
A10,1,128,2924
A100-SXM4-80GB,8,128,2925
A10,1,128,2926
A10,1,128,2927
A10,1,128,2928
A10,1,128,2929
H800,8,192,2930
A100-SXM4-80GB,8,128,2931
A800-SXM4-80GB,8,128,2932
A100-SXM4-80GB,8,128,2933
A10,1,128,2934
A100-SXM4-80GB,8,128,2935
A10,1,128,2936
GPU-series-2,8,192,2937
GPU-series-1,1,192,2938
GPU-series-1,8,192,2939
A10,1,128,2940
A10,1,128,2941
GPU-series-1,1,192,2942
GPU-series-1,1,192,2943
A10,1,128,2944
GPU-series-1,8,192,2945
A10,1,128,2946
A10,1,128,2947
GPU-series-2,8,192,2948
GPU-series-1,1,192,2949
A10,1,128,2950
A10,1,128,2951
A10,1,128,2952
A10,1,128,2953
GPU-series-2,8,192,2954
A100-SXM4-80GB,8,128,2955
A10,1,128,2956
A10,1,128,2957
A10,1,128,2958
A10,1,128,2959
A10,1,128,2960
A10,1,128,2961
A10,1,128,2962
A10,1,128,2963
A10,1,128,2964
GPU-series-1,1,192,2965
GPU-series-1,1,192,2966
A10,1,128,2967
GPU-series-1,1,192,2968
GPU-series-1,1,192,2969
H800,8,192,2970
A10,1,128,2971
A10,1,128,2972
A100-SXM4-80GB,8,128,2973
A100-SXM4-80GB,8,128,2974
GPU-series-1,1,192,2975
A10,1,128,2976
GPU-series-1,1,192,2977
A10,1,128,2978
A10,1,128,2979
A100-SXM4-80GB,8,128,2980
H800,8,192,2981
H800,8,192,2982
A10,1,128,2983
A10,1,128,2984
GPU-series-1,1,192,2985
A10,1,128,2986
A100-SXM4-80GB,8,128,2987
H800,8,192,2988
A100-SXM4-80GB,8,128,2989
A800-SXM4-80GB,8,128,2990
A10,1,128,2991
A10,1,128,2992
GPU-series-2,8,192,2993
A100-SXM4-80GB,8,128,2994
GPU-series-1,1,192,2995
GPU-series-1,1,192,2996
GPU-series-1,1,192,2997
GPU-series-1,1,192,2998
GPU-series-1,1,192,2999
A10,1,128,3000
A10,1,128,3001
A100-SXM4-80GB,8,128,3002
A10,1,128,3003
A10,1,128,3004
GPU-series-1,1,192,3005
A10,1,128,3006
A10,1,128,3007
H800,8,192,3008
GPU-series-1,1,192,3009
A10,1,128,3010
A10,1,128,3011
A10,1,128,3012
A100-SXM4-80GB,8,128,3013
GPU-series-1,1,192,3014
A10,1,128,3015
A10,1,128,3016
GPU-series-1,1,192,3017
A100-SXM4-80GB,8,128,3018
A10,1,128,3019
H800,8,192,3020
A10,1,128,3021
GPU-series-1,8,192,3022
A10,1,128,3023
A10,1,128,3024
A10,1,128,3025
A10,1,128,3026
GPU-series-1,1,192,3027
GPU-series-2,8,192,3028
A10,1,128,3029
A100-SXM4-80GB,8,128,3030
A10,1,128,3031
A10,1,128,3032
A10,1,128,3033
A10,1,128,3034
GPU-series-1,1,192,3035
H800,8,192,3036
A10,1,128,3037
A10,1,128,3038
H800,8,192,3039
GPU-series-1,4,192,3040
A10,1,128,3041
A100-SXM4-80GB,8,128,3042
GPU-series-1,1,192,3043
A10,1,128,3044
A100-SXM4-80GB,8,128,3045
A10,1,128,3046
A10,1,128,3047
A100-SXM4-80GB,8,128,3048
GPU-series-1,1,192,3049
A10,1,128,3050
A100-SXM4-80GB,8,128,3051
GPU-series-1,1,192,3052
A10,1,128,3053
A10,1,128,3054
A10,1,128,3055
A10,1,128,3056
A10,1,128,3057
A10,1,128,3058
A10,1,128,3059
A10,1,128,3060
A10,1,128,3061
A10,1,128,3062
GPU-series-1,1,192,3063
A10,1,128,3064
A10,1,128,3065
GPU-series-1,1,192,3066
A10,1,128,3067
GPU-series-1,1,192,3068
A10,1,128,3069
A100-SXM4-80GB,8,128,3070
A100-SXM4-80GB,8,128,3071
GPU-series-1,1,192,3072
GPU-series-2,8,192,3073
GPU-series-1,1,192,3074
A10,1,128,3075
A10,1,128,3076
A100-SXM4-80GB,8,128,3077
A10,1,128,3078
A10,1,128,3079
GPU-series-1,1,192,3080
H800,8,192,3081
A10,1,128,3082
A10,1,128,3083
GPU-series-2,8,192,3084
A10,1,128,3085
A10,1,128,3086
A10,1,128,3087
GPU-series-1,1,192,3088
A10,1,128,3089
A10,1,128,3090
GPU-series-1,4,192,3091
H800,8,192,3092
A10,1,128,3093
A10,1,128,3094
A100-SXM4-80GB,8,128,3095
GPU-series-1,1,192,3096
A10,1,128,3097
A10,1,128,3098
A10,1,128,3099
A100-SXM4-80GB,8,128,3100
A10,1,128,3101
A10,1,128,3102
GPU-series-1,1,192,3103
A10,1,128,3104
A10,1,128,3105
A10,1,128,3106
A10,1,128,3107
H800,8,192,3108
A10,1,128,3109
GPU-series-1,1,192,3110
H800,8,192,3111
A10,1,128,3112
A10,1,128,3113
A10,1,128,3114
A10,1,128,3116
A10,1,128,3117
GPU-series-1,1,192,3118
A10,1,128,3119
A10,1,128,3120
A10,1,128,3121
GPU-series-1,1,192,3122
A10,1,128,3123
A10,1,128,3124
H800,8,192,3125
A10,1,128,3126
A10,1,128,3127
A10,1,128,3128
A10,1,128,3129
A10,1,128,3130
GPU-series-1,1,192,3131
A10,1,128,3132
A100-SXM4-80GB,8,128,3133
A10,1,128,3134
H800,8,192,3135
A10,1,128,3136
A10,1,128,3137
A10,1,128,3138
A10,1,128,3139
A10,1,128,3140
GPU-series-1,8,192,3141
GPU-series-1,1,192,3142
A10,1,128,3143
A100-SXM4-80GB,8,128,3144
GPU-series-1,8,192,3145
A10,1,128,3146
GPU-series-1,8,192,3147
A10,1,128,3148
A10,1,128,3149
A10,1,128,3150
A10,1,128,3151
A10,1,128,3152
GPU-series-1,1,192,3153
A100-SXM4-80GB,8,128,3154
GPU-series-1,1,192,3155
GPU-series-1,4,192,3156
A10,1,128,3157
A100-SXM4-80GB,8,128,3158
H800,8,192,3159
A10,1,128,3160
GPU-series-2,8,192,3161
A10,1,128,3162
A10,1,128,3163
A10,1,128,3164
A100-SXM4-80GB,8,128,3165
A10,1,128,3166
A100-SXM4-80GB,8,128,3167
H800,8,192,3168
GPU-series-1,1,192,3169
A10,1,128,3170
A10,1,128,3171
GPU-series-1,1,192,3172
A100-SXM4-80GB,8,128,3173
A100-SXM4-80GB,8,128,3174
A10,1,128,3175
GPU-series-1,8,192,3176
A10,1,128,3177
H800,8,192,3178
GPU-series-1,1,192,3179
A10,1,128,3180
GPU-series-1,1,192,3181
GPU-series-1,1,192,3182
GPU-series-1,1,192,3183
A10,1,128,3184
A10,1,128,3185
A100-SXM4-80GB,8,128,3186
A10,1,128,3187
A10,1,128,3188
A10,1,128,3189
GPU-series-1,1,192,3190
A10,1,128,3191
A10,1,128,3192
A10,1,128,3193
GPU-series-1,1,192,3194
A10,1,128,3195
A10,1,128,3196
A10,1,128,3197
A10,1,128,3198
A10,1,128,3199
A10,1,128,3200
GPU-series-2,8,192,3201
A10,1,128,3202
GPU-series-1,1,192,3203
A10,1,128,3204
H800,8,192,3205
A10,1,128,3206
GPU-series-1,1,192,3207
GPU-series-1,1,192,3208
A10,1,128,3209
A100-SXM4-80GB,8,128,3210
A100-SXM4-80GB,8,128,3211
A10,1,128,3212
A10,1,128,3213
GPU-series-1,1,192,3214
GPU-series-1,1,192,3215
GPU-series-1,8,192,3216
GPU-series-1,1,192,3217
GPU-series-1,1,192,3218
A10,1,128,3219
A10,1,128,3220
A100-SXM4-80GB,8,128,3221
GPU-series-1,1,192,3222
A10,1,128,3223
A10,1,128,3224
A10,1,128,3225
A10,1,128,3226
A10,1,128,3227
A10,1,128,3228
A100-SXM4-80GB,8,128,3229
A10,1,128,3230
A10,1,128,3231
A10,1,128,3232
GPU-series-1,1,192,3233
A10,1,128,3234
A10,1,128,3235
GPU-series-1,1,192,3236
GPU-series-1,1,192,3237
GPU-series-2,8,192,3238
GPU-series-1,1,192,3239
H800,8,192,3240
H800,8,192,3241
GPU-series-1,1,192,3242
GPU-series-1,1,192,3243
A10,1,128,3244
GPU-series-1,1,192,3245
A10,1,128,3246
GPU-series-2,8,192,3247
A10,1,128,3248
A10,1,128,3249
A10,1,128,3250
A10,1,128,3251
A10,1,128,3252
A10,1,128,3253
A10,1,128,3254
A100-SXM4-80GB,8,128,3255
A10,1,128,3256
GPU-series-1,1,192,3257
A10,1,128,3258
A100-SXM4-80GB,8,128,3259
A800-SXM4-80GB,8,128,3260
A10,1,128,3261
GPU-series-1,1,192,3262
