gpu_model,gpu_capacity_num,cpu_num,node_name
A100-SXM4-80GB,8,128,3263
A10,1,128,3264
A10,1,128,3265
H800,8,192,3266
GPU-series-1,8,192,3267
GPU-series-1,1,192,3268
A10,1,128,3269
A100-SXM4-80GB,8,128,3270
GPU-series-1,1,192,3271
GPU-series-1,1,192,3272
A10,1,128,3273
A10,1,128,3274
A10,1,128,3275
A10,1,128,3276
A10,1,128,3278
A10,1,128,3279
GPU-series-2,8,192,3280
GPU-series-1,1,192,3281
A10,1,128,3282
H800,8,192,3283
GPU-series-1,1,192,3284
A10,1,128,3285
GPU-series-1,1,192,3286
A10,1,128,3287
A10,1,128,3288
A10,1,128,3289
A10,1,128,3290
GPU-series-1,1,192,3291
A10,1,128,3292
GPU-series-1,1,192,3293
A10,1,128,3294
A10,1,128,3295
A10,1,128,3296
GPU-series-2,8,192,3297
A10,1,128,3298
A10,1,128,3299
A100-SXM4-80GB,8,128,3300
A10,1,128,3301
A10,1,128,3303
GPU-series-1,1,192,3304
A10,1,128,3305
GPU-series-2,8,192,3306
A100-SXM4-80GB,8,128,3307
A100-SXM4-80GB,8,128,3308
A10,1,128,3310
A10,1,128,3311
A10,1,128,3312
A100-SXM4-80GB,8,128,3313
GPU-series-1,1,192,3314
GPU-series-1,1,192,3315
A10,1,128,3316
A10,1,128,3317
A10,1,128,3318
A100-SXM4-80GB,8,128,3319
GPU-series-1,1,192,3320
GPU-series-1,1,192,3321
A10,1,128,3322
A10,1,128,3323
A10,1,128,3324
A10,1,128,3325
GPU-series-2,8,192,3326
GPU-series-1,1,192,3327
GPU-series-1,1,192,3328
A10,1,128,3329
A10,1,128,3330
A10,1,128,3331
A10,1,128,3332
A100-SXM4-80GB,8,128,3333
A10,1,128,3334
A10,1,128,3335
A10,1,128,3336
A10,1,128,3337
A100-SXM4-80GB,8,128,3338
GPU-series-1,1,192,3340
A10,1,128,3341
A10,1,128,3342
A10,1,128,3343
GPU-series-2,8,192,3344
A10,1,128,3345
A10,1,128,3346
A10,1,128,3347
A10,1,128,3348
A10,1,128,3349
A10,1,128,3350
GPU-series-1,8,192,3351
GPU-series-1,1,192,3352
A10,1,128,3353
A10,1,128,3354
A10,1,128,3355
A10,1,128,3356
A10,1,128,3357
GPU-series-1,1,192,3358
A10,1,128,3359
A10,1,128,3360
GPU-series-1,1,192,3361
A10,1,128,3362
GPU-series-1,1,192,3363
A10,1,128,3364
A10,1,128,3365
A10,1,128,3366
A100-SXM4-80GB,8,128,3367
GPU-series-1,1,192,3368
A800-SXM4-80GB,8,128,3369
A10,1,128,3370
GPU-series-1,1,192,3371
A10,1,128,3372
A10,1,128,3373
A10,1,128,3374
A10,1,128,3375
GPU-series-1,1,192,3376
A10,1,128,3377
A10,1,128,3378
A10,1,128,3379
GPU-series-1,1,192,3380
A10,1,128,3381
A100-SXM4-80GB,8,128,3382
GPU-series-1,1,192,3383
A10,1,128,3384
A100-SXM4-80GB,8,128,3385
A10,1,128,3386
H800,8,192,3387
A100-SXM4-80GB,8,128,3388
GPU-series-1,1,192,3389
A10,1,128,3390
A10,1,128,3391
A100-SXM4-80GB,8,128,3392
H800,8,192,3393
A100-SXM4-80GB,8,128,3394
GPU-series-1,1,192,3395
A10,1,128,3396
A10,1,128,3399
A10,1,128,3400
A10,1,128,3401
A10,1,128,3402
A10,1,128,3403
A100-SXM4-80GB,8,128,3404
A10,1,128,3405
A10,1,128,3406
A100-SXM4-80GB,8,128,3407
A10,1,128,3408
GPU-series-1,1,192,3409
A10,1,128,3410
GPU-series-1,1,192,3411
A10,1,128,3412
H800,8,192,3413
A10,1,128,3414
A10,1,128,3415
A10,1,128,3416
A10,1,128,3417
A10,1,128,3418
A10,1,128,3419
A10,1,128,3420
A100-SXM4-80GB,8,128,3421
A100-SXM4-80GB,8,128,3422
A10,1,128,3423
A10,1,128,3424
GPU-series-2,8,192,3425
A10,1,128,3426
GPU-series-1,1,192,3427
A10,1,128,3428
A10,1,128,3429
A10,1,128,3430
A10,1,128,3431
A10,1,128,3432
H800,8,192,3433
A10,1,128,3434
GPU-series-2,8,192,3435
A10,1,128,3436
A10,1,128,3437
A10,1,128,3438
GPU-series-1,1,192,3439
A100-SXM4-80GB,8,128,3440
A10,1,128,3441
A10,1,128,3442
GPU-series-1,1,192,3443
GPU-series-2,8,192,3444
GPU-series-1,1,192,3445
GPU-series-1,1,192,3446
GPU-series-1,1,192,3447
A10,1,128,3448
GPU-series-1,1,192,3450
GPU-series-1,1,192,3451
A10,1,128,3452
A10,1,128,3453
A10,1,128,3454
A100-SXM4-80GB,8,128,3455
A10,1,128,3456
A10,1,128,3457
A10,1,128,3458
A10,1,128,3459
A10,1,128,3460
GPU-series-1,1,192,3461
GPU-series-1,1,192,3462
GPU-series-1,1,192,3463
A10,1,128,3464
A10,1,128,3465
GPU-series-1,1,192,3466
GPU-series-1,1,192,3467
A10,1,128,3468
GPU-series-1,1,192,3469
GPU-series-2,8,192,3470
A10,1,128,3471
GPU-series-1,1,192,3472
A10,1,128,3473
GPU-series-1,1,192,3474
A100-SXM4-80GB,8,128,3475
A10,1,128,3476
GPU-series-1,1,192,3477
A10,1,128,3478
A10,1,128,3479
A10,1,128,3480
A10,1,128,3481
A10,1,128,3482
A10,1,128,3483
A100-SXM4-80GB,8,128,3484
GPU-series-1,1,192,3485
A100-SXM4-80GB,8,128,3486
A10,1,128,3487
A10,1,128,3488
H800,8,192,3489
A100-SXM4-80GB,8,128,3490
A10,1,128,3491
A10,1,128,3492
A10,1,128,3493
GPU-series-2,8,192,3494
A10,1,128,3495
A10,1,128,3496
A10,1,128,3497
A10,1,128,3498
A10,1,128,3499
A100-SXM4-80GB,8,128,3500
A100-SXM4-80GB,8,128,3501
H800,8,192,3502
GPU-series-1,1,192,3503
A100-SXM4-80GB,8,128,3504
GPU-series-1,1,192,3505
A10,1,128,3506
A10,1,128,3507
A10,1,128,3508
A10,1,128,3509
A10,1,128,3510
GPU-series-2,8,192,3511
H800,8,192,3512
A10,1,128,3513
A10,1,128,3514
A10,1,128,3515
A10,1,128,3516
A10,1,128,3517
A10,1,128,3518
A10,1,128,3519
A10,1,128,3521
A10,1,128,3522
A10,1,128,3523
A10,1,128,3524
A10,1,128,3525
A100-SXM4-80GB,8,128,3526
A100-SXM4-80GB,8,128,3527
GPU-series-1,8,192,3528
GPU-series-1,1,192,3529
GPU-series-1,1,192,3530
A10,1,128,3531
A10,1,128,3532
GPU-series-1,1,192,3533
A10,1,128,3534
A10,1,128,3535
GPU-series-1,1,192,3536
A100-SXM4-80GB,8,128,3537
A10,1,128,3538
A100-SXM4-80GB,8,128,3539
GPU-series-1,1,192,3540
A100-SXM4-80GB,8,128,3541
A100-SXM4-80GB,8,128,3542
A10,1,128,3543
H800,8,192,3544
A10,1,128,3545
A100-SXM4-80GB,8,128,3546
GPU-series-1,1,192,3547
A10,1,128,3548
A10,1,128,3549
A10,1,128,3550
A10,1,128,3551
A10,1,128,3552
GPU-series-1,1,192,3553
A10,1,128,3554
A10,1,128,3555
A10,1,128,3556
GPU-series-1,1,192,3557
A100-SXM4-80GB,8,128,3558
GPU-series-1,1,192,3559
A10,1,128,3560
A10,1,128,3561
A10,1,128,3562
A10,1,128,3563
GPU-series-1,4,192,3564
H800,8,192,3565
H800,8,192,3566
GPU-series-1,1,192,3567
GPU-series-2,8,192,3568
A10,1,128,3569
H800,8,192,3570
A10,1,128,3571
A10,1,128,3572
A100-SXM4-80GB,8,128,3573
GPU-series-1,1,192,3574
A10,1,128,3575
GPU-series-1,1,192,3576
A100-SXM4-80GB,8,128,3577
A10,1,128,3578
A10,1,128,3579
A10,1,128,3580
GPU-series-1,1,192,3581
A100-SXM4-80GB,8,128,3582
A10,1,128,3583
GPU-series-1,1,192,3584
A10,1,128,3585
GPU-series-1,1,192,3586
A10,1,128,3587
A10,1,128,3588
A10,1,128,3589
A10,1,128,3590
A100-SXM4-80GB,8,128,3591
GPU-series-1,1,192,3592
A10,1,128,3593
H800,8,192,3594
GPU-series-1,1,192,3595
A10,1,128,3596
A10,1,128,3597
GPU-series-1,1,192,3598
GPU-series-1,1,192,3599
A100-SXM4-80GB,8,128,3600
GPU-series-1,1,192,3601
GPU-series-1,1,192,3602
A100-SXM4-80GB,8,128,3603
GPU-series-1,1,192,3604
GPU-series-2,8,192,3605
A10,1,128,3606
A10,1,128,3607
GPU-series-1,1,192,3608
GPU-series-1,1,192,3609
A10,1,128,3610
A10,1,128,3611
A10,1,128,3612
A10,1,128,3613
GPU-series-1,1,192,3614
H800,8,192,3615
A10,1,128,3616
A10,1,128,3617
A10,1,128,3618
GPU-series-1,1,192,3619
A10,1,128,3620
A10,1,128,3621
A100-SXM4-80GB,8,128,3622
A10,1,128,3623
H800,8,192,3624
GPU-series-1,1,192,3625
A10,1,128,3626
GPU-series-1,1,192,3627
A10,1,128,3628
GPU-series-1,1,192,3629
H800,8,192,3630
A10,1,128,3631
A10,1,128,3632
GPU-series-1,1,192,3633
A100-SXM4-80GB,8,128,3634
A10,1,128,3635
GPU-series-1,1,192,3636
A10,1,128,3637
GPU-series-1,1,192,3638
A10,1,128,3639
A10,1,128,3640
A10,1,128,3641
H800,8,192,3642
A10,1,128,3643
GPU-series-2,8,192,3644
A10,1,128,3645
A10,1,128,3646
A10,1,128,3647
GPU-series-1,1,192,3648
GPU-series-1,1,192,3649
A10,1,128,3650
A10,1,128,3651
A10,1,128,3652
A10,1,128,3653
A10,1,128,3654
GPU-series-1,1,192,3655
GPU-series-1,1,192,3656
A10,1,128,3657
GPU-series-1,1,192,3658
A10,1,128,3659
A10,1,128,3660
A10,1,128,3661
A100-SXM4-80GB,8,128,3662
A10,1,128,3663
A10,1,128,3664
GPU-series-1,1,192,3665
GPU-series-2,8,192,3666
A10,1,128,3667
GPU-series-1,1,192,3668
A10,1,128,3669
A10,1,128,3670
A100-SXM4-80GB,8,128,3671
A800-SXM4-80GB,8,128,3672
A10,1,128,3673
A10,1,128,3674
A10,1,128,3675
A10,1,128,3676
A10,1,128,3677
A10,1,128,3678
GPU-series-1,1,192,3679
A100-SXM4-80GB,8,128,3680
H800,8,192,3681
A10,1,128,3682
A10,1,128,3683
GPU-series-2,8,192,3684
A10,1,128,3685
A10,1,128,3686
A10,1,128,3687
A10,1,128,3688
GPU-series-1,1,192,3690
A10,1,128,3691
A10,1,128,3692
A10,1,128,3693
H800,8,192,3694
H800,8,192,3695
A10,1,128,3696
GPU-series-1,1,192,3697
A10,1,128,3698
A10,1,128,3699
GPU-series-1,1,192,3700
A10,1,128,3701
A10,1,128,3702
A10,1,128,3703
A10,1,128,3704
A10,1,128,3705
GPU-series-2,8,192,3706
A10,1,128,3707
A10,1,128,3708
A10,1,128,3709
A10,1,128,3710
A800-SXM4-80GB,8,128,3711
A10,1,128,3712
A10,1,128,3713
GPU-series-1,1,192,3714
A10,1,128,3715
GPU-series-1,1,192,3716
A10,1,128,3717
A10,1,128,3718
A10,1,128,3719
A10,1,128,3720
GPU-series-1,1,192,3721
A10,1,128,3722
A10,1,128,3723
A10,1,128,3724
A10,1,128,3725
A100-SXM4-80GB,8,128,3726
H800,8,192,3727
A10,1,128,3728
A10,1,128,3729
A100-SXM4-80GB,8,128,3730
GPU-series-1,1,192,3731
A100-SXM4-80GB,8,128,3732
H800,8,192,3733
A10,1,128,3734
A100-SXM4-80GB,8,128,3735
GPU-series-1,1,192,3736
GPU-series-1,1,192,3737
GPU-series-1,1,192,3738
A10,1,128,3739
A10,1,128,3740
A10,1,128,3741
A100-SXM4-80GB,8,128,3742
A10,1,128,3743
A10,1,128,3744
A100-SXM4-80GB,8,128,3745
A10,1,128,3746
A10,1,128,3747
A10,1,128,3748
GPU-series-1,1,192,3749
A10,1,128,3750
A10,1,128,3751
A10,1,128,3752
H800,8,192,3753
A10,1,128,3754
A10,1,128,3755
A10,1,128,3756
A10,1,128,3757
A10,1,128,3758
GPU-series-1,1,192,3759
A10,1,128,3760
A10,1,128,3761
A10,1,128,3762
H800,8,192,3763
H800,8,192,3764
GPU-series-1,1,192,3765
GPU-series-1,1,192,3766
A10,1,128,3767
GPU-series-2,8,192,3768
A100-SXM4-80GB,8,128,3769
A10,1,128,3770
A10,1,128,3771
GPU-series-1,1,192,3772
GPU-series-1,1,192,3773
A10,1,128,3774
GPU-series-1,1,192,3775
A10,1,128,3776
A10,1,128,3777
A10,1,128,3778
GPU-series-1,1,192,3779
A10,1,128,3780
A10,1,128,3781
A10,1,128,3782
A10,1,128,3783
A10,1,128,3784
A10,1,128,3785
GPU-series-2,8,192,3786
A10,1,128,3787
A10,1,128,3788
A100-SXM4-80GB,8,128,3789
A10,1,128,3790
GPU-series-1,1,192,3791
GPU-series-1,1,192,3793
A10,1,128,3794
A10,1,128,3795
GPU-series-1,1,192,3796
A100-SXM4-80GB,8,128,3797
GPU-series-1,8,192,3798
GPU-series-1,1,192,3799
A100-SXM4-80GB,8,128,3800
H800,8,192,3801
A100-SXM4-80GB,8,128,3802
GPU-series-1,1,192,3803
A10,1,128,3804
A100-SXM4-80GB,8,128,3805
GPU-series-2,8,192,3806
A10,1,128,3807
A10,1,128,3808
A10,1,128,3809
A10,1,128,3810
A10,1,128,3811
A100-SXM4-80GB,8,128,3812
H800,8,192,3813
H800,8,192,3814
A100-SXM4-80GB,8,128,3815
GPU-series-1,1,192,3816
A10,1,128,3817
A10,1,128,3818
GPU-series-1,1,192,3819
A10,1,128,3820
A10,1,128,3821
A100-SXM4-80GB,8,128,3822
A10,1,128,3823
A100-SXM4-80GB,8,128,3824
GPU-series-1,1,192,3825
A10,1,128,3826
GPU-series-1,8,192,3827
A10,1,128,3828
A10,1,128,3829
H800,8,192,3830
A10,1,128,3831
GPU-series-1,1,192,3832
A10,1,128,3833
GPU-series-1,1,192,3834
GPU-series-2,8,192,3835
A10,1,128,3836
A10,1,128,3837
GPU-series-1,1,192,3838
A10,1,128,3840
A10,1,128,3841
A10,1,128,3842
A10,1,128,3843
GPU-series-1,1,192,3844
A10,1,128,3845
A10,1,128,3846
GPU-series-1,1,192,3847
GPU-series-1,1,192,3848
A10,1,128,3849
A10,1,128,3850
A10,1,128,3851
H800,8,192,3852
GPU-series-1,1,192,3853
A100-SXM4-80GB,8,128,3854
A10,1,128,3855
A10,1,128,3856
A100-SXM4-80GB,8,128,3857
A10,1,128,3858
A10,1,128,3859
GPU-series-1,1,192,3860
A100-SXM4-80GB,8,128,3861
A10,1,128,3862
A10,1,128,3863
A10,1,128,3864
A10,1,128,3865
A10,1,128,3866
A10,1,128,3867
A10,1,128,3868
A10,1,128,3869
A10,1,128,3870
A10,1,128,3871
A10,1,128,3872
H800,8,192,3873
A100-SXM4-80GB,8,128,3874
A10,1,128,3876
A100-SXM4-80GB,8,128,3877
GPU-series-1,1,192,3878
GPU-series-1,1,192,3879
A10,1,128,3880
GPU-series-1,8,192,3881
A10,1,128,3882
A10,1,128,3883
A10,1,128,3884
A10,1,128,3885
GPU-series-1,1,192,3886
A100-SXM4-80GB,8,128,3887
A10,1,128,3888
H800,8,192,3889
H800,8,192,3890
A10,1,128,3891
GPU-series-1,1,192,3892
H800,8,192,3893
A10,1,128,3894
A10,1,128,3895
A10,1,128,3896
A100-SXM4-80GB,8,128,3897
GPU-series-1,1,192,3898
A10,1,128,3899
GPU-series-2,8,192,3900
A10,1,128,3902
A10,1,128,3903
GPU-series-1,1,192,3904
GPU-series-1,1,192,3905
A10,1,128,3906
A10,1,128,3907
A10,1,128,3908
A10,1,128,3909
A10,1,128,3910
H800,8,192,3911
GPU-series-1,1,192,3912
A10,1,128,3913
A10,1,128,3914
A10,1,128,3915
A10,1,128,3916
A10,1,128,3917
A10,1,128,3918
H800,8,192,3919
A10,1,128,3920
A10,1,128,3921
A10,1,128,3922
GPU-series-1,1,192,3923
A10,1,128,3924
A10,1,128,3925
A10,1,128,3926
A10,1,128,3927
GPU-series-1,1,192,3928
GPU-series-1,1,192,3929
GPU-series-1,1,192,3930
A10,1,128,3931
GPU-series-1,1,192,3932
GPU-series-1,1,192,3933
GPU-series-1,1,192,3934
A100-SXM4-80GB,8,128,3935
GPU-series-1,8,192,3936
GPU-series-2,8,192,3937
A10,1,128,3938
A10,1,128,3939
H800,8,192,3940
A100-SXM4-80GB,8,128,3941
A10,1,128,3942
H800,8,192,3943
H800,8,192,3944
H800,8,192,3945
A10,1,128,3947
GPU-series-2,8,192,3948
A10,1,128,3949
A10,1,128,3950
A10,1,128,3951
A10,1,128,3952
A10,1,128,3953
A100-SXM4-80GB,8,128,3954
A10,1,128,3955
A10,1,128,3956
A10,1,128,3957
A10,1,128,3958
A10,1,128,3959
A10,1,128,3960
A10,1,128,3961
A10,1,128,3962
GPU-series-1,1,192,3963
A10,1,128,3965
GPU-series-1,1,192,3966
GPU-series-1,1,192,3967
A10,1,128,3968
GPU-series-1,8,192,3969
GPU-series-1,1,192,3970
H800,8,192,3971
A10,1,128,3972
A10,1,128,3973
GPU-series-1,1,192,3974
A10,1,128,3975
A10,1,128,3976
A10,1,128,3977
A100-SXM4-80GB,8,128,3978
GPU-series-1,1,192,3979
A10,1,128,3980
A10,1,128,3981
A10,1,128,3982
GPU-series-1,1,192,3983
GPU-series-1,1,192,3984
GPU-series-2,8,192,3985
A10,1,128,3986
GPU-series-1,1,192,3987
GPU-series-1,1,192,3988
A10,1,128,3989
GPU-series-1,1,128,3990
GPU-series-1,1,192,3991
A10,1,128,3992
A10,1,128,3993
H800,8,192,3994
A10,1,128,3995
GPU-series-1,1,192,3996
GPU-series-1,1,192,3997
A100-SXM4-80GB,8,128,3998
A10,1,128,3999
GPU-series-1,1,192,4000
GPU-series-1,1,192,4001
GPU-series-1,1,192,4002
A10,1,128,4003
GPU-series-1,1,192,4004
A10,1,128,4005
GPU-series-1,1,192,4006
A10,1,128,4007
A10,1,128,4008
A10,1,128,4009
GPU-series-1,1,192,4010
A10,1,128,4011
A10,1,128,4012
GPU-series-1,1,192,4013
A10,1,128,4014
A10,1,128,4015
GPU-series-1,1,192,4016
A10,1,128,4017
H800,8,192,4018
GPU-series-1,1,192,4019
GPU-series-1,1,192,4020
A10,1,128,4021
A10,1,128,4022
A10,1,128,4023
A10,1,128,4024
A10,1,128,4025
A100-SXM4-80GB,8,128,4026
GPU-series-1,1,192,4027
A10,1,128,4028
GPU-series-1,1,192,4029
A10,1,128,4030
GPU-series-1,1,192,4031
GPU-series-1,1,192,4032
A10,1,128,4033
A10,1,128,4034
GPU-series-1,1,192,4035
GPU-series-1,1,192,4036
A100-SXM4-80GB,8,128,4037
A10,1,128,4038
A10,1,128,4039
A10,1,128,4040
A10,1,128,4041
GPU-series-1,1,192,4042
A10,1,128,4043
GPU-series-2,8,192,4044
A10,1,128,4045
H800,8,192,4046
H800,8,192,4047
A10,1,128,4048
A10,1,128,4049
A10,1,128,4050
A10,1,128,4051
A10,1,128,4052
A10,1,128,4053
A10,1,128,4054
A100-SXM4-80GB,8,128,4055
A10,1,128,4056
A100-SXM4-80GB,8,128,4057
GPU-series-1,1,192,4058
A10,1,128,4060
GPU-series-1,1,192,4061
A10,1,128,4062
A10,1,128,4063
A10,1,128,4064
A10,1,128,4065
GPU-series-1,1,192,4066
A10,1,128,4067
A10,1,128,4069
A10,1,128,4070
GPU-series-1,1,192,4071
A10,1,128,4072
A10,1,128,4073
GPU-series-1,1,192,4074
A10,1,128,4075
A10,1,128,4076
A10,1,128,4077
A10,1,128,4078
A10,1,128,4079
H800,8,192,4080
GPU-series-1,1,192,4081
GPU-series-1,1,192,4082
A10,1,128,4083
A10,1,128,4084
H800,8,192,4085
A10,1,128,4086
A100-SXM4-80GB,8,128,4087
A10,1,128,4088
GPU-series-1,1,192,4089
A10,1,128,4090
A100-SXM4-80GB,8,128,4091
A10,1,128,4093
A10,1,128,4094
H800,8,192,4095
A10,1,128,4096
A10,1,128,4097
A10,1,128,4098
A100-SXM4-80GB,8,128,4099
A10,1,128,4100
A100-SXM4-80GB,8,128,4101
A10,1,128,4102
GPU-series-1,8,192,4103
A10,1,128,4104
GPU-series-1,1,192,4105
A10,1,128,4106
A10,1,128,4107
GPU-series-1,1,192,4108
A10,1,128,4109
A100-SXM4-80GB,8,128,4110
A10,1,128,4111
A10,1,128,4112
GPU-series-1,1,192,4114
A10,1,128,4115
GPU-series-1,1,192,4116
A100-SXM4-80GB,8,128,4117
GPU-series-1,8,192,4118
A10,1,128,4119
GPU-series-1,8,192,4120
A10,1,128,4121
A10,1,128,4122
GPU-series-1,1,192,4123
A10,1,128,4124
A10,1,128,4125
A10,1,128,4126
A10,1,128,4127
A10,1,128,4128
A10,1,128,4129
A10,1,128,4130
A10,1,128,4131
A10,1,128,4133
GPU-series-1,8,192,4134
A10,1,128,4135
H800,8,192,4136
GPU-series-1,1,192,4137
GPU-series-1,1,192,4138
GPU-series-1,1,192,4139
A10,1,128,4140
A10,1,128,4141
GPU-series-1,1,192,4142
A10,1,128,4143
GPU-series-1,1,192,4144
GPU-series-2,8,192,4145
A100-SXM4-80GB,8,128,4146
A10,1,128,4147
A10,1,128,4148
A10,1,128,4149
A100-SXM4-80GB,8,128,4150
GPU-series-1,1,192,4151
A10,1,128,4152
GPU-series-1,1,192,4153
A100-SXM4-80GB,8,128,4154
GPU-series-1,1,192,4155
A10,1,128,4156
A10,1,128,4157
GPU-series-1,8,192,4158
A10,1,128,4159
A10,1,128,4160
A10,1,128,4161
A10,1,128,4162
A10,1,128,4163
GPU-series-1,1,192,4164
A10,1,128,4165
A10,1,128,4166
GPU-series-1,1,192,4167
A100-SXM4-80GB,8,128,4168
GPU-series-1,1,192,4169
H800,8,192,4170
A100-SXM4-80GB,8,128,4171
A10,1,128,4172
A10,1,128,4173
A10,1,128,4174
A10,1,128,4175
GPU-series-1,8,192,4176
A10,1,128,4177
GPU-series-1,8,192,4178
GPU-series-1,1,192,4179
GPU-series-1,1,192,4180
A10,1,128,4181
GPU-series-1,1,192,4182
A10,1,128,4183
A10,1,128,4184
A10,1,128,4185
A10,1,128,4186
A100-SXM4-80GB,8,128,4187
GPU-series-1,1,192,4188
A10,1,128,4189
GPU-series-1,1,192,4190
A10,1,128,4191
A10,1,128,4192
A100-SXM4-80GB,8,128,4193
GPU-series-1,1,192,4194
A10,1,128,4195
A10,1,128,4196
A10,1,128,4197
GPU-series-2,8,192,4198
GPU-series-1,1,192,4200
A10,1,128,4201
A10,1,128,4202
A10,1,128,4203
A10,1,128,4204
A10,1,128,4205
A10,1,128,4206
A100-SXM4-80GB,8,128,4207
GPU-series-1,1,192,4208
A10,1,128,4209
A10,1,128,4210
A10,1,128,4211
A10,1,128,4212
GPU-series-1,1,192,4213
A10,1,128,4214
A10,1,128,4215
A10,1,128,4216
A10,1,128,4217
H800,8,192,4218
GPU-series-2,8,192,4219
A10,1,128,4220
A10,1,128,4221
A10,1,128,4222
A100-SXM4-80GB,8,128,4223
A10,1,128,4224
GPU-series-1,1,192,4225
A10,1,128,4226
A10,1,128,4227
A10,1,128,4228
GPU-series-2,8,192,4229
A10,1,128,4230
GPU-series-1,1,192,4231
A10,1,128,4232
GPU-series-1,1,192,4233
A10,1,128,4234
A10,1,128,4235
GPU-series-1,1,192,4236
A100-SXM4-80GB,8,128,4237
A10,1,128,4238
A10,1,128,4239
GPU-series-1,1,192,4240
A10,1,128,4241
A10,1,128,4242
A10,1,128,4243
A10,1,128,4244
A10,1,128,4245
A10,1,128,4246
A100-SXM4-80GB,8,128,4247
GPU-series-1,1,192,4248
GPU-series-1,1,192,4249
H800,8,192,4250
A10,1,128,4251
A800-SXM4-80GB,8,128,4252
A10,1,128,4253
A10,1,128,4254
A10,1,128,4255
A10,1,128,4256
A10,1,128,4257
A10,1,128,4258
GPU-series-2,8,192,4259
A10,1,128,4260
A10,1,128,4261
A10,1,128,4262
GPU-series-1,1,192,4263
A10,1,128,4264
A10,1,128,4265
A10,1,128,4266
GPU-series-1,1,192,4267
A100-SXM4-80GB,8,128,4268
A10,1,128,4269
GPU-series-1,1,192,4270
A10,1,128,4271
GPU-series-1,1,192,4272
A10,1,128,4273
GPU-series-1,1,192,4274
A10,1,128,4275
A10,1,128,4276
A10,1,128,4277
GPU-series-1,1,192,4278
A10,1,128,4279
A10,1,128,4280
GPU-series-2,8,192,4281
A100-SXM4-80GB,8,128,4283
GPU-series-1,1,192,4284
GPU-series-1,1,192,4285
A10,1,128,4286
A10,1,128,4287
A10,1,128,4288
A10,1,128,4289
GPU-series-1,1,192,4290
A10,1,128,4291
GPU-series-1,1,192,4292
A10,1,128,4293
A10,1,128,4294
A10,1,128,4295
A10,1,128,4296
A10,1,128,4297
GPU-series-2,8,192,4298
GPU-series-2,8,192,4299
A10,1,128,4300
A10,1,128,4301
A10,1,128,4302
A10,1,128,4303
A10,1,128,4304
A10,1,128,4305
GPU-series-1,1,192,4306
GPU-series-1,1,192,4307
GPU-series-1,1,192,4308
A10,1,128,4309
GPU-series-1,8,192,4310
GPU-series-1,4,192,4311
GPU-series-1,1,192,4312
A10,1,128,4313
A10,1,128,4314
A10,1,128,4315
A10,1,128,4316
A100-SXM4-80GB,8,128,4317
GPU-series-1,1,192,4318
A10,1,128,4319
A10,1,128,4320
GPU-series-2,8,192,4321
GPU-series-2,8,192,4322
A10,1,128,4323
GPU-series-1,1,192,4324
A10,1,128,4325
GPU-series-1,1,192,4326
A10,1,128,4327
A10,1,128,4328
A10,1,128,4329
A10,1,128,4330
A10,1,128,4331
A800-SXM4-80GB,8,128,4332
A10,1,128,4333
A10,1,128,4334
A100-SXM4-80GB,8,128,4335
GPU-series-1,1,192,4336
A100-SXM4-80GB,8,128,4337
GPU-series-1,8,192,4338
A10,1,128,4339
GPU-series-1,1,192,4340
